#{"t_start": 1745253351.5472279, "env_id": "None"}
r,l,t
1.0,4,131.961846
1.0,3,131.964106
1.0,3,131.967128
1.0,3,131.968798
1.0,5,131.972811
1.0,3,131.977
1.0,5,131.977
1.0,3,131.984226
1.0,3,131.986409
1.0,3,131.986409
1.0,3,131.990818
1.0,3,131.995322
1.0,3,131.997628
1.0,4,132.001635
1.0,4,132.005318
1.0,3,132.00744
1.0,4,132.010539
1.0,3,132.011767
1.0,3,132.015782
0.5,5,132.018538
1.0,3,132.018538
1.0,3,132.018538
1.0,3,132.027997
1.0,5,132.033211
1.0,3,132.035737
1.0,3,132.038333
1.0,5,132.042674
1.0,3,132.044675
1.0,3,132.047505
1.0,3,132.047505
1.0,4,132.047505
1.0,3,132.055304
0.5,5,132.058552
1.0,5,132.063082
1.0,3,132.067299
1.0,3,132.068319
1.0,4,132.073284
1.0,3,132.07635
1.0,4,132.079915
1.0,4,132.08316
1.0,3,132.085669
1.0,4,132.088089
1.0,3,132.088089
1.0,3,132.088089
1.0,3,132.09647
1.0,3,132.097612
1.0,3,132.097612
1.0,3,132.103691
0.5,5,132.107508
1.0,4,132.1111
1.0,4,132.116919
1.0,3,132.120176
1.0,3,132.122902
0.5,5,132.127104
1.0,3,132.13024
1.0,3,132.13186
1.0,3,132.133516
1.0,4,132.136545
1.0,3,132.140486
1.0,3,132.14358
1.0,3,132.146337
1.0,4,132.147533
1.0,5,132.151548
1.0,3,132.157654
1.0,3,132.160664
1.0,3,132.163259
1.0,4,132.166584
1.0,3,132.16882
1.0,3,132.171541
1.0,5,132.175575
1.0,3,132.178299
1.0,3,132.179714
1.0,5,132.185667
1.0,3,132.187129
1.0,4,132.192104
1.0,3,132.194379
1.0,4,132.198652
1.0,3,132.200658
1.0,3,132.203658
1.0,3,132.206257
1.0,5,132.210269
1.0,3,132.21186
1.0,3,132.215374
1.0,4,132.217603
1.0,4,132.220537
1.0,3,132.220537
1.0,4,132.229105
1.0,4,132.231634
1.0,3,132.23533
1.0,3,132.237622
1.0,3,132.241205
1.0,3,132.243725
1.0,3,132.246971
1.0,3,132.249003
1.0,3,132.252022
1.0,3,132.253597
1.0,3,132.256629
0.5,5,132.260702
1.0,4,132.260702
1.0,3,132.26622
1.0,4,132.269937
1.0,3,132.269937
1.0,3,132.276288
1.0,4,132.279552
1.0,3,132.28255
1.0,3,132.284544
1.0,3,132.28765
1.0,3,132.289338
0.5,5,132.295367
1.0,3,132.297584
1.0,3,132.297584
0.5,5,132.303599
0.5,5,132.309217
1.0,3,132.31031
1.0,3,132.312962
1.0,3,132.317442
1.0,4,132.320955
1.0,3,132.324273
1.0,4,132.3263
1.0,3,132.32974
1.0,3,132.331534
1.0,3,132.331534
1.0,3,132.336571
1.0,3,132.338473
1.0,4,132.338473
1.0,3,132.338473
1.0,4,132.347275
1.0,3,132.351886
0.5,5,132.356511
1.0,3,132.360259
1.0,3,132.363344
1.0,3,132.36699
1.0,3,132.369303
1.0,4,132.372847
1.0,3,132.375727
1.0,3,132.377247
1.0,5,132.381353
1.0,3,132.386393
1.0,3,132.38881
1.0,3,132.390102
1.0,3,132.394106
-1.0,4,132.397156
1.0,3,132.400663
1.0,3,132.402673
1.0,3,132.405674
1.0,3,132.408589
0.5,5,132.413265
1.0,3,132.415716
1.0,3,132.418248
1.0,3,132.419822
1.0,3,132.42193
1.0,3,132.426453
1.0,3,132.428669
1.0,4,132.430814
1.0,3,132.43639
1.0,3,132.438609
1.0,3,132.441564
1.0,4,132.444603
1.0,3,132.447701
1.0,3,132.449115
1.0,3,132.451574
1.0,3,132.451574
1.0,3,132.456629
0.5,5,132.458705
1.0,3,132.463217
1.0,3,132.466905
-1.0,4,132.468927
1.0,3,132.468927
1.0,3,132.477559
1.0,3,132.479565
1.0,3,132.482872
1.0,3,132.484243
1.0,3,132.48802
-1.0,4,132.490942
0.5,5,132.496473
1.0,3,132.498995
1.0,3,132.500707
1.0,3,132.502091
0.5,5,132.508637
1.0,3,132.508637
1.0,3,132.514222
1.0,3,132.516979
1.0,4,132.520905
0.5,5,132.526219
1.0,4,132.529352
1.0,4,132.533318
1.0,3,132.535325
1.0,3,132.537565
1.0,3,132.539431
0.5,5,132.545507
1.0,4,132.549071
1.0,3,132.550318
-1.0,3,132.555348
1.0,4,132.559206
1.0,3,132.561507
1.0,3,132.563864
1.0,3,132.566815
1.0,3,132.569464
0.5,5,132.572981
1.0,3,132.577152
1.0,4,132.57767
1.0,3,132.581655
1.0,4,132.586372
1.0,3,132.588468
1.0,3,132.588468
1.0,3,132.59582
1.0,4,132.599488
1.0,3,132.602046
1.0,3,132.604045
1.0,3,132.606567
1.0,3,132.609774
1.0,3,132.609774
1.0,3,132.614578
1.0,3,132.617491
1.0,5,132.617491
1.0,3,132.624217
1.0,4,132.627457
1.0,3,132.630799
1.0,3,132.630799
1.0,3,132.636702
1.0,3,132.639641
1.0,3,132.641636
1.0,3,132.644686
1.0,3,132.647291
1.0,4,132.649298
1.0,5,132.649298
1.0,4,132.657775
1.0,3,132.657775
1.0,4,132.657775
1.0,3,132.666924
1.0,3,132.668606
1.0,3,132.672266
1.0,3,132.675572
1.0,3,132.678412
1.0,3,132.68041
1.0,3,132.68411
1.0,3,132.6864
1.0,4,132.689576
1.0,3,132.691047
1.0,3,132.693053
1.0,3,132.696574
1.0,4,132.700603
1.0,3,132.700603
1.0,4,132.707371
1.0,3,132.708406
-1.0,3,132.71401
1.0,3,132.716523
1.0,3,132.71868
1.0,3,132.722187
1.0,3,132.724292
1.0,5,132.728696
1.0,3,132.731199
1.0,3,132.734725
1.0,3,132.737334
1.0,3,132.737334
1.0,4,132.740881
1.0,3,132.745572
1.0,3,132.748318
1.0,3,132.750327
1.0,4,132.755382
1.0,3,132.757551
1.0,5,132.76383
1.0,4,132.767423
1.0,3,132.76943
1.0,3,132.77084
0.5,5,132.776467
1.0,3,132.778503
1.0,3,132.782543
1.0,3,132.785563
1.0,3,132.787279
1.0,3,132.789304
0.5,5,132.795294
1.0,3,132.797593
1.0,4,132.802423
1.0,4,132.805567
1.0,3,132.808434
1.0,3,132.810393
1.0,4,132.81219
1.0,5,132.817235
1.0,4,132.817235
1.0,3,132.817235
1.0,4,132.827332
0.5,5,132.832209
1.0,3,132.83536
1.0,3,132.838397
1.0,4,132.84241
1.0,3,132.845083
1.0,4,132.848732
1.0,4,132.851969
1.0,3,132.854546
1.0,4,132.857275
1.0,3,132.857275
1.0,3,132.857275
-1.0,3,132.866529
1.0,3,132.867551
1.0,3,132.867551
1.0,3,132.873271
1.0,4,132.877006
1.0,3,132.879781
1.0,4,132.882781
1.0,3,132.886086
1.0,3,132.888633
1.0,4,132.892436
1.0,3,132.895453
0.5,5,132.898991
1.0,3,132.902718
1.0,3,132.905296
1.0,3,132.908155
1.0,3,132.908155
1.0,3,132.913482
1.0,3,132.916251
1.0,3,132.91926
1.0,3,132.921663
1.0,4,132.924658
0.5,5,132.928447
1.0,3,132.9323
1.0,4,132.935309
1.0,3,132.93703
1.0,3,132.93703
1.0,3,132.942059
1.0,3,132.945575
1.0,3,132.946584
1.0,3,132.949723
1.0,3,132.95173
1.0,3,132.957592
1.0,4,132.960603
1.0,3,132.964168
1.0,3,132.966182
1.0,3,132.968822
1.0,3,132.970829
1.0,4,132.975345
1.0,3,132.976362
0.5,5,132.976362
1.0,4,132.986497
1.0,4,132.987696
1.0,3,132.991885
-1.0,3,132.996695
1.0,3,132.999054
1.0,3,133.002053
1.0,3,133.003545
1.0,3,133.0068
1.0,3,133.009501
1.0,3,133.010491
1.0,3,133.010491
1.0,4,133.017327
1.0,4,133.020467
0.5,5,133.025494
1.0,3,133.027416
1.0,3,133.030793
1.0,5,133.035285
1.0,4,133.038323
1.0,4,133.042498
1.0,4,133.045935
1.0,3,133.048781
1.0,3,133.050794
1.0,5,133.05618
1.0,3,133.057262
1.0,3,133.060801
1.0,3,133.064023
1.0,3,133.066544
1.0,5,133.069314
1.0,4,133.074283
1.0,3,133.077453
1.0,3,133.079936
1.0,5,133.084223
1.0,3,133.086236
1.0,4,133.089501
1.0,3,133.089501
1.0,3,133.095423
1.0,3,133.097635
1.0,3,133.097635
1.0,4,133.103814
1.0,3,133.105329
1.0,5,133.108792
1.0,3,133.111099
1.0,4,133.116461
1.0,3,133.119231
1.0,3,133.122038
1.0,5,133.127086
1.0,3,133.128536
1.0,4,133.131042
1.0,3,133.136178
1.0,3,133.138194
0.5,5,133.143636
1.0,3,133.145257
1.0,4,133.149317
1.0,3,133.150574
1.0,3,133.150574
1.0,3,133.157811
1.0,3,133.160826
1.0,4,133.165409
-1.0,4,133.168741
1.0,3,133.171468
-1.0,4,133.176383
1.0,3,133.177717
1.0,3,133.179326
1.0,3,133.179326
1.0,3,133.186275
1.0,3,133.187363
0.5,5,133.193664
1.0,4,133.197295
1.0,3,133.20032
1.0,3,133.202314
1.0,3,133.205398
1.0,3,133.207529
1.0,3,133.21054
1.0,3,133.211898
1.0,3,134.197032
1.0,3,134.200242
1.0,3,134.202242
-1.0,4,134.206153
1.0,3,134.210166
1.0,3,134.211905
1.0,3,134.215594
1.0,3,134.217342
1.0,3,134.221364
1.0,3,134.223367
1.0,3,134.22638
1.0,3,134.230308
1.0,3,134.231576
1.0,5,134.237105
1.0,4,134.242887
1.0,3,134.246396
1.0,3,134.248861
1.0,5,134.253634
1.0,3,134.256149
1.0,3,134.259988
1.0,3,134.261991
1.0,3,134.266506
1.0,3,134.269984
1.0,3,134.271989
1.0,3,134.276266
1.0,3,134.278347
1.0,4,134.282624
1.0,4,134.286629
1.0,3,134.289583
1.0,3,134.292947
1.0,3,134.296472
1.0,3,134.299451
1.0,3,134.303278
1.0,3,134.306286
1.0,3,134.310095
1.0,4,134.314095
1.0,3,134.318116
1.0,3,134.321116
1.0,4,134.326344
1.0,3,134.32885
1.0,3,134.331212
1.0,3,134.335252
1.0,4,134.340025
1.0,4,134.34053
1.0,3,134.347246
1.0,3,134.350275
0.5,5,134.355286
1.0,4,134.359119
1.0,4,134.364118
1.0,5,134.36867
1.0,4,134.37167
1.0,5,134.378276
1.0,3,134.382282
1.0,4,134.386296
1.0,4,134.390126
1.0,3,134.390126
1.0,4,134.396179
-1.0,4,134.400653
1.0,4,134.404672
1.0,3,134.407581
1.0,3,134.40959
1.0,3,134.411597
1.0,3,134.41449
1.0,3,134.416505
1.0,3,134.417593
1.0,3,134.417593
1.0,3,134.417593
1.0,3,134.426236
1.0,3,134.428289
1.0,3,134.428289
1.0,3,134.434108
1.0,5,134.438365
1.0,4,134.442305
1.0,3,134.445314
1.0,3,134.447419
0.5,5,134.449113
1.0,4,134.455393
1.0,3,134.457031
1.0,3,134.45805
1.0,3,134.45805
1.0,3,134.463056
1.0,3,134.467713
1.0,3,134.471132
1.0,3,134.472344
1.0,5,134.477668
1.0,3,134.485376
1.0,3,134.488106
1.0,3,134.491007
1.0,4,134.493084
1.0,3,134.497369
1.0,3,134.498385
1.0,3,134.498385
1.0,5,134.506425
1.0,3,134.507514
1.0,3,134.509736
1.0,3,134.515275
1.0,4,134.519054
1.0,3,134.522069
0.5,5,134.526239
1.0,3,134.52881
1.0,5,134.534006
-1.0,4,134.537724
1.0,3,134.539482
1.0,3,134.539482
1.0,3,134.539482
1.0,3,134.546512
1.0,4,134.550419
1.0,3,134.550419
1.0,3,134.555433
1.0,3,134.557178
1.0,5,134.563533
1.0,3,134.566174
1.0,4,134.569516
1.0,3,134.572801
1.0,3,134.575623
1.0,3,134.577259
1.0,3,134.577259
1.0,3,134.581123
1.0,3,134.585633
1.0,4,134.588098
1.0,3,134.588098
1.0,3,134.593951
1.0,3,134.597194
1.0,3,134.600207
1.0,5,134.604191
1.0,3,134.60693
1.0,3,134.607742
1.0,3,134.61158
0.5,5,134.6166
1.0,3,134.618768
1.0,3,134.621491
1.0,5,134.62627
1.0,3,134.627052
1.0,3,134.629807
1.0,4,134.635738
1.0,3,134.638379
1.0,3,134.641379
1.0,3,134.643842
1.0,3,134.646365
-1.0,4,134.649417
1.0,3,134.65068
1.0,3,134.65068
1.0,3,134.657523
1.0,3,134.658746
1.0,3,134.658746
1.0,3,134.664763
1.0,3,134.666983
1.0,3,134.667993
1.0,5,134.672761
1.0,3,134.676281
1.0,3,134.679498
1.0,3,134.681496
1.0,3,134.684475
1.0,3,134.686485
1.0,3,134.68919
1.0,5,134.69241
1.0,3,134.696569
-1.0,4,134.699144
1.0,5,134.699144
1.0,5,134.707894
1.0,3,134.707894
-1.0,4,134.717305
1.0,3,134.720303
1.0,3,134.722761
1.0,3,134.725292
1.0,5,134.729244
1.0,3,134.732242
1.0,3,134.735372
1.0,4,134.738529
1.0,3,134.739974
1.0,3,134.742287
1.0,3,134.745303
1.0,3,134.748071
1.0,3,134.750078
1.0,3,134.754948
1.0,3,134.757236
1.0,3,134.759254
1.0,3,134.76288
1.0,4,134.765388
1.0,3,134.769776
1.0,4,134.772306
1.0,3,134.776956
1.0,3,134.776956
1.0,3,134.782607
1.0,3,134.785296
1.0,3,134.786308
1.0,3,134.786308
1.0,3,134.786308
1.0,3,134.797163
1.0,3,134.799171
0.5,5,134.803742
1.0,3,134.80676
1.0,3,134.809146
1.0,3,134.810419
1.0,3,134.810419
1.0,3,134.81713
1.0,3,134.81713
1.0,3,134.81713
1.0,3,134.825149
0.5,5,134.826168
1.0,3,134.832114
1.0,5,134.837431
1.0,4,134.840869
1.0,5,134.846415
1.0,3,134.848941
1.0,3,134.850929
0.5,5,134.856343
1.0,3,134.858871
1.0,3,134.858871
1.0,3,134.858871
1.0,3,134.866277
1.0,3,134.868911
1.0,3,134.873804
1.0,3,134.876329
1.0,3,134.878697
-1.0,4,134.883163
1.0,5,134.887387
1.0,3,134.890394
1.0,4,134.892394
0.5,5,134.897366
0.5,5,134.900606
1.0,3,134.900606
1.0,3,134.906892
1.0,3,134.908372
1.0,3,134.908372
1.0,3,134.915221
1.0,5,134.919378
1.0,4,134.92353
1.0,3,134.92553
1.0,4,134.928422
1.0,3,134.930431
1.0,4,134.935466
1.0,3,134.937641
1.0,4,134.939758
-1.0,4,134.945352
1.0,3,134.947061
1.0,3,134.949096
1.0,3,134.949096
1.0,3,134.955744
1.0,4,134.959419
1.0,3,134.962317
1.0,3,134.964335
1.0,3,134.966816
1.0,3,134.970182
1.0,3,134.97171
0.5,5,134.977248
1.0,5,134.977248
-1.0,4,134.985585
1.0,3,134.987747
1.0,4,134.990284
1.0,3,134.994922
1.0,3,134.996774
1.0,3,135.000185
1.0,3,135.002185
1.0,3,135.005346
1.0,4,135.008069
1.0,3,135.01055
1.0,3,135.012021
1.0,3,135.016039
1.0,3,135.017627
1.0,3,135.017627
1.0,3,135.017627
1.0,5,135.027512
1.0,3,135.031651
1.0,5,135.036561
1.0,3,135.040146
1.0,3,135.042152
1.0,3,135.044152
1.0,5,135.049787
1.0,4,135.053766
1.0,3,135.055273
-1.0,4,135.056282
1.0,3,135.060306
1.0,3,135.060306
1.0,3,135.066333
1.0,4,135.070929
1.0,3,135.073635
1.0,3,135.076147
1.0,4,135.079984
1.0,3,135.082308
1.0,3,135.084308
0.5,5,135.088068
1.0,3,135.088068
1.0,3,135.088068
1.0,3,135.096568
0.5,5,135.10096
1.0,3,135.102368
1.0,3,135.105381
0.5,5,135.109907
-1.0,4,135.115723
1.0,3,135.117513
1.0,4,135.121845
1.0,3,135.123939
1.0,3,135.126448
1.0,4,135.130212
1.0,3,135.130212
1.0,3,135.13422
0.5,5,135.13751
0.5,5,135.13751
1.0,4,135.146202
1.0,3,135.147305
1.0,4,135.152516
1.0,5,135.158238
1.0,3,135.160509
1.0,4,135.16461
1.0,3,135.166624
1.0,3,135.169226
1.0,3,135.171599
1.0,4,135.171599
1.0,3,135.177323
1.0,4,135.178347
-1.0,4,135.185354
1.0,3,135.187512
1.0,3,135.188762
1.0,4,135.19229
1.0,3,135.197096
1.0,3,135.200624
1.0,3,135.202618
1.0,3,135.205795
1.0,3,135.208383
1.0,3,135.210383
1.0,3,135.21193
1.0,3,135.21193
1.0,4,135.217263
1.0,3,135.219992
1.0,3,135.219992
1.0,3,135.225498
1.0,3,135.228283
1.0,3,135.230932
1.0,3,135.234609
1.0,3,135.237145
1.0,3,135.239708
1.0,3,135.242026
1.0,3,135.244033
1.0,3,135.247236
1.0,3,135.249255
1.0,3,135.249255
1.0,3,135.254763
1.0,4,135.257388
1.0,3,135.261833
1.0,4,135.261833
1.0,3,135.267069
1.0,4,135.268633
1.0,3,135.268633
1.0,3,135.276238
1.0,3,135.279252
1.0,4,135.282676
1.0,3,135.285683
1.0,3,135.288317
1.0,3,135.289821
1.0,5,135.289821
1.0,4,135.297454
1.0,3,135.299759
1.0,3,135.303365
1.0,4,135.30723
1.0,3,135.30723
1.0,3,135.310328
1.0,3,135.310328
1.0,3,135.317402
1.0,4,135.321415
1.0,3,135.324387
1.0,5,135.328592
1.0,4,135.330003
1.0,4,135.335322
1.0,5,135.33976
1.0,3,135.340265
1.0,3,135.340265
1.0,3,135.347182
1.0,3,135.348193
1.0,3,135.352008
1.0,3,135.352008
1.0,3,135.356567
1.0,3,135.360988
1.0,3,135.362989
1.0,3,135.365295
1.0,3,135.368084
-1.0,4,135.372099
1.0,3,135.375408
1.0,3,135.377922
1.0,4,135.379976
1.0,3,135.379976
1.0,3,135.386493
1.0,3,135.388316
1.0,3,135.391238
1.0,5,135.397569
1.0,4,135.400764
1.0,3,135.403771
1.0,4,135.407528
1.0,3,135.407528
1.0,3,135.407528
1.0,4,135.415545
1.0,3,135.418244
1.0,3,135.418244
1.0,3,135.421556
1.0,3,135.425597
1.0,4,135.429916
1.0,3,135.429916
1.0,4,135.436567
1.0,3,135.439355
1.0,5,135.443434
1.0,3,135.446491
1.0,3,135.448122
1.0,3,135.449349
-1.0,4,135.455356
1.0,3,135.45758
1.0,3,135.459096
1.0,3,135.459096
1.0,3,135.465726
1.0,3,135.466236
1.0,3,135.470053
1.0,3,135.472062
1.0,3,135.476643
1.0,3,135.479363
1.0,3,135.48136
1.0,4,135.4841
1.0,3,135.487132
1.0,3,135.489727
1.0,4,135.489727
1.0,3,135.495357
1.0,3,135.497072
1.0,3,135.501237
1.0,3,135.503495
1.0,4,135.507363
1.0,4,135.507363
1.0,3,135.513734
1.0,4,135.517583
1.0,3,135.520018
1.0,3,135.523013
1.0,3,135.525716
1.0,3,135.527236
1.0,3,135.530241
1.0,4,135.532648
1.0,4,135.537313
1.0,3,135.539468
1.0,3,135.539468
1.0,5,135.547251
1.0,3,135.549269
1.0,3,135.55454
1.0,4,135.557821
0.5,5,135.563265
1.0,3,135.566549
0.5,5,135.569215
1.0,3,135.574235
1.0,3,135.576267
1.0,4,135.578283
-1.0,4,135.583717
1.0,4,135.587017
1.0,3,135.58922
0.5,5,135.59571
1.0,3,135.598241
1.0,3,135.60043
1.0,3,135.603121
1.0,3,135.605459
1.0,4,135.608899
1.0,4,135.608899
1.0,5,135.616421
1.0,3,135.617883
1.0,3,135.62078
1.0,5,135.627094
1.0,3,135.627094
1.0,3,135.631392
1.0,3,135.633398
1.0,3,135.637345
1.0,3,135.640375
1.0,5,135.645375
1.0,3,135.647111
1.0,4,135.651466
1.0,4,135.651466
1.0,3,135.657132
1.0,3,135.659757
1.0,3,135.660815
1.0,3,135.663915
1.0,3,135.667234
1.0,4,135.670836
1.0,4,135.670836
1.0,4,135.67734
1.0,3,135.680838
1.0,4,135.68426
1.0,3,135.687274
1.0,4,135.690348
1.0,4,135.693629
1.0,4,135.697246
1.0,3,135.699203
1.0,3,135.700782
1.0,3,135.705297
1.0,3,135.708359
1.0,3,135.708359
1.0,3,135.713251
1.0,3,135.716282
1.0,3,135.718343
1.0,3,135.721209
1.0,3,135.724214
1.0,3,135.726408
1.0,3,135.729324
1.0,4,135.729324
1.0,3,135.735411
1.0,4,135.738159
1.0,3,135.741172
1.0,3,135.743585
1.0,3,135.746621
1.0,3,135.748715
1.0,3,135.751352
1.0,4,135.756967
1.0,3,135.758993
1.0,3,135.761894
1.0,4,135.765419
1.0,3,135.76755
1.0,3,135.76755
1.0,3,135.76755
1.0,3,135.775311
1.0,3,135.778106
1.0,3,135.778106
1.0,3,135.783565
1.0,4,135.787344
1.0,5,135.792445
-1.0,3,135.795391
1.0,4,135.799728
1.0,3,135.802533
1.0,3,135.804571
1.0,4,135.808091
1.0,3,135.809092
1.0,3,135.809092
1.0,5,135.817599
1.0,4,135.820234
1.0,3,135.823808
1.0,3,135.826331
1.0,3,135.829012
0.5,5,135.832162
1.0,3,135.836195
1.0,3,135.840245
1.0,3,135.846151
1.0,3,135.849362
1.0,3,135.852282
1.0,3,135.852282
1.0,4,135.857492
1.0,4,135.860928
1.0,4,135.865443
1.0,4,135.869146
1.0,3,135.872987
1.0,4,135.876512
0.5,5,135.880868
1.0,3,135.883884
1.0,3,135.887116
1.0,4,135.89075
0.5,5,135.89526
1.0,3,135.897781
1.0,3,135.900859
1.0,3,135.900859
1.0,4,135.907099
1.0,3,135.908692
1.0,5,135.915622
1.0,3,135.918143
1.0,3,135.920466
1.0,3,135.922596
1.0,4,135.925596
1.0,3,135.928478
1.0,5,135.928478
1.0,5,135.937549
1.0,3,135.937549
1.0,3,135.937549
1.0,3,135.944155
-1.0,3,135.946925
1.0,5,135.950963
-1.0,4,135.956315
1.0,3,135.958852
1.0,3,135.961865
1.0,3,135.964257
1.0,3,135.967012
1.0,3,135.968904
1.0,3,135.970156
1.0,3,135.972821
1.0,3,135.977378
1.0,3,135.979802
1.0,3,135.981077
1.0,3,135.983915
1.0,3,135.987212
1.0,4,135.990062
0.5,5,135.996741
1.0,3,135.998994
0.5,5,136.002994
1.0,3,136.006214
1.0,4,136.00922
1.0,3,136.01258
1.0,3,136.015594
1.0,3,136.016609
1.0,5,136.020834
1.0,3,136.025344
1.0,3,136.026364
1.0,4,136.031926
1.0,3,136.03432
1.0,3,136.037075
1.0,3,136.039721
1.0,3,136.042754
1.0,5,136.04677
1.0,3,136.048778
1.0,4,136.053309
1.0,3,136.056365
1.0,3,136.0576
1.0,3,136.061365
1.0,3,136.062556
1.0,3,137.052335
1.0,4,137.057293
1.0,3,137.061201
1.0,3,137.064513
1.0,4,137.068813
1.0,5,137.074355
1.0,3,137.077747
1.0,3,137.0801
-1.0,4,137.085786
1.0,3,137.086983
1.0,3,137.091253
1.0,3,137.093295
1.0,5,137.100024
1.0,3,137.102027
1.0,3,137.105544
1.0,4,137.110578
1.0,3,137.112582
1.0,3,137.116486
1.0,4,137.120264
1.0,3,137.123949
1.0,3,137.126457
0.5,5,137.129825
1.0,5,137.137288
1.0,3,137.139314
0.5,5,137.145344
1.0,4,137.149057
1.0,3,137.151565
1.0,4,137.156823
1.0,3,137.160414
1.0,3,137.163421
1.0,3,137.165525
1.0,4,137.170422
1.0,3,137.172361
1.0,3,137.176228
1.0,3,137.179622
1.0,3,137.181018
1.0,5,137.186881
1.0,5,137.190926
1.0,4,137.19639
1.0,3,137.200923
1.0,3,137.205754
1.0,3,137.209017
1.0,4,137.21199
1.0,3,137.216507
1.0,3,137.218333
1.0,4,137.222342
1.0,3,137.227115
1.0,3,137.228136
1.0,3,137.232884
1.0,3,137.236527
1.0,3,137.239536
1.0,3,137.241989
1.0,4,137.246496
0.5,5,137.251267
1.0,3,137.251267
1.0,3,137.257411
1.0,3,137.257411
1.0,3,137.26242
1.0,3,137.26242
1.0,3,137.267453
1.0,3,137.267453
1.0,3,137.267453
1.0,3,137.274555
1.0,3,137.277448
1.0,3,137.280873
1.0,3,137.284113
1.0,3,137.28687
1.0,3,137.28966
1.0,3,137.28966
1.0,5,137.296384
0.5,5,137.296384
1.0,3,137.304013
1.0,3,137.306533
1.0,3,137.307617
1.0,3,137.311487
1.0,3,137.311487
1.0,3,137.318107
1.0,3,137.321125
1.0,5,137.325455
1.0,4,137.328887
1.0,4,137.331625
1.0,3,137.331625
1.0,3,137.336165
1.0,3,137.338021
1.0,3,137.342145
1.0,3,137.345103
1.0,3,137.347732
1.0,3,137.347732
1.0,4,137.352169
1.0,3,137.356224
1.0,3,137.359078
1.0,3,137.361078
1.0,3,137.364078
1.0,3,137.366532
1.0,3,137.368892
-1.0,3,137.371796
0.5,5,137.376617
1.0,3,137.378299
1.0,5,137.380019
1.0,3,137.386264
1.0,4,137.387756
0.5,5,137.393852
0.5,5,137.399963
1.0,3,137.402023
1.0,3,137.405059
-1.0,3,137.407675
1.0,3,137.410144
0.5,5,137.414584
1.0,3,137.417312
1.0,4,137.417312
1.0,4,137.421534
1.0,3,137.426602
1.0,3,137.42921
1.0,3,137.42921
1.0,3,137.434318
1.0,3,137.437767
1.0,3,137.439286
1.0,3,137.442525
0.5,5,137.44661
1.0,3,137.449449
1.0,3,137.449449
1.0,3,137.449449
1.0,3,137.4565
1.0,3,137.457636
1.0,4,137.457636
1.0,5,137.467294
1.0,3,137.46932
1.0,3,137.471135
1.0,3,137.475322
1.0,3,137.477649
1.0,3,137.481365
1.0,3,137.483922
1.0,4,137.487667
1.0,4,137.491109
1.0,3,137.493127
1.0,3,137.495637
1.0,3,137.497169
0.5,5,137.501434
0.5,5,137.507126
1.0,3,137.508881
1.0,3,137.511703
1.0,4,137.515472
1.0,3,137.517586
1.0,3,137.520816
1.0,3,137.522817
1.0,3,137.526273
0.5,5,137.53058
1.0,4,137.533458
1.0,3,137.536474
1.0,5,137.541932
1.0,5,137.546985
1.0,3,137.549009
-1.0,4,137.554549
1.0,3,137.556604
1.0,3,137.559627
1.0,3,137.562165
1.0,3,137.564171
1.0,4,137.567011
1.0,3,137.567011
1.0,3,137.567011
1.0,3,137.57533
1.0,3,137.578106
1.0,4,137.58219
1.0,3,137.583676
1.0,3,137.586993
1.0,3,137.589168
1.0,3,137.589168
1.0,3,137.594061
1.0,4,137.598261
1.0,3,137.602163
0.5,5,137.607628
1.0,3,137.610419
0.5,5,137.610419
-1.0,4,137.617544
0.5,5,137.623557
1.0,3,137.626581
1.0,3,137.629675
1.0,3,137.633499
1.0,3,137.637938
1.0,3,137.639459
1.0,3,137.64313
1.0,3,137.644163
1.0,3,137.647207
1.0,3,137.649526
1.0,3,137.650749
1.0,3,137.650749
1.0,4,137.657025
1.0,5,137.659049
1.0,3,137.665629
1.0,3,137.666141
1.0,3,137.666141
1.0,3,137.671435
1.0,3,137.675449
1.0,4,137.679653
1.0,3,137.682748
1.0,4,137.686386
1.0,3,137.688391
1.0,3,137.691184
1.0,4,137.695357
1.0,3,137.697618
1.0,3,137.699656
1.0,3,137.699656
1.0,3,137.705325
1.0,4,137.707494
1.0,3,137.707494
1.0,3,137.714265
1.0,3,137.71635
1.0,3,137.718948
0.5,5,137.723236
1.0,3,137.726403
1.0,4,137.727417
1.0,3,137.727417
0.5,5,137.736489
1.0,5,137.740868
1.0,3,137.743287
1.0,3,137.745294
1.0,3,137.747769
1.0,3,137.747769
1.0,3,137.752875
0.5,5,137.756988
1.0,3,137.760639
1.0,3,137.763143
1.0,4,137.766158
1.0,3,137.768793
1.0,3,137.768793
1.0,3,137.768793
1.0,3,137.776145
1.0,5,137.780661
1.0,3,137.783185
1.0,4,137.786956
1.0,4,137.790363
1.0,3,137.792369
1.0,3,137.795383
1.0,5,137.799876
1.0,4,137.803538
1.0,3,137.806618
1.0,3,137.809319
1.0,3,137.810587
1.0,3,137.810587
1.0,3,137.81647
1.0,4,137.817493
1.0,4,137.817493
1.0,5,137.827373
1.0,4,137.827373
1.0,3,137.831952
-1.0,4,137.837069
1.0,4,137.840778
1.0,3,137.842778
1.0,3,137.845834
1.0,4,137.849556
1.0,3,137.850976
1.0,3,137.852231
1.0,4,137.857479
1.0,3,137.859522
1.0,3,137.859522
1.0,3,137.865538
1.0,3,137.867737
1.0,3,137.867737
1.0,3,137.874178
